"Index","Month_of_issue","District","Category","Year","Actual SPI Value","Probability","Actual Drought","0%","1%","2%","3%","4%","5%","6%","7%","8%","9%","10%","11%","12%","13%","14%","15%","16%","17%","18%","19%","20%","21%","22%","23%","24%","25%","26%","27%","28%","29%","30%","31%","32%","33%","34%","35%","36%","37%","38%","39%","40%","41%","42%","43%","44%","45%","46%","47%","48%","49%","50%","51%","52%","53%","54%","55%","56%","57%","58%","59%","60%","61%","62%","63%","64%","65%","66%","67%","68%","70%","71%","73%","74%"
"SPI NDJ",10,"Changara","Severo",1996,0.61,0.08,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",1997,0.9,0.19,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,1,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",1998,0.84,0.11,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",1999,1.8,0.12,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2000,-0.46,0.06,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2001,-0.03,0.18,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,1,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2002,0.19,0.12,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2003,-0.51,0.41,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2004,-0.57,0.13,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2005,0.93,0.11,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2006,0.72,0.08,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2007,0.51,0.23,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2008,1.49,0.12,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2009,0.11,0.08,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2010,-0.55,0.34,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2011,1.04,0.09,0,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2012,0.15,0.12,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2013,0.26,0.15,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2014,0.02,0.06,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2015,1,0.14,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2016,-1.54,0.42,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2017,1.2,0.12,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2018,-1.87,0.06,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2019,0.86,0.08,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2020,-0.4,0.2,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,1,NA,NA,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Changara","Severo",2021,0.94,0.09,0,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",1994,0.62,0.01,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",1995,-0.78,0.36,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",1996,0.79,0.04,0,NA,1,NA,NA,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",1997,0.26,0.2,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",1998,0.45,0.35,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",1999,1.39,0.06,0,NA,1,NA,NA,1,NA,0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2000,1.34,0.12,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2001,-0.38,0.27,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2002,0.61,0.23,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2003,-0.81,0.59,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2004,-0.62,0.2,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2005,-0.7,0.23,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2006,0.59,0.19,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2007,-0.08,0.38,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2008,0.67,0.24,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2009,0.22,0.19,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2010,-0.78,0.32,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2011,1.83,0.07,0,NA,1,NA,NA,1,NA,1,0,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2012,-0.61,0.15,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,0,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2013,1.85,0.41,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2014,0.21,0.26,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2015,-0.61,0.12,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2016,-1.47,0.62,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2017,1.38,0.1,0,NA,1,NA,NA,1,NA,1,1,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2018,-1.97,0.14,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2019,-0.4,0.29,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,0,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2020,-0.37,0.36,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Leve",2021,1.11,0.36,0,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Moderado",1994,0.62,0,0,0,NA,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Moderado",1995,-0.78,0.26,0,1,NA,NA,1,1,1,1,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,1,NA,1,1,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Moderado",1996,0.79,0,0,0,NA,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI NDJ",10,"Chibuto","Moderado",1997,0.26,0.16,0,1,NA,NA,1,1,1,1,NA,1,NA,1,1,NA,NA,1,1,0,NA,0,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
