"Index","Month_of_issue","District","Category","Year","Actual SPI Value","Probability","Actual Drought","0%","1%","2%","3%","4%","5%","6%","7%","8%","9%","10%","11%","12%","13%","14%","15%","16%","17%","18%","19%","20%","21%","22%","23%","24%","25%","26%","27%","28%","29%","30%","31%","32%","33%","34%","35%","36%","37%","38%","39%","40%","41%","42%","43%","44%","45%","46%","47%","48%","49%","50%","51%","52%","53%","54%","55%","56%","57%","58%","59%","60%","61%","62%","63%","64%","65%","66%","67%","68%","70%","71%","73%","74%"
"SPI DJF",9,"Marara","Severo",2014,0.28,0.15,0,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",9,"Marara","Severo",2015,1.11,0.19,0,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",9,"Marara","Severo",2016,-1.83,0.41,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",9,"Marara","Severo",2017,1.32,0.19,0,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",9,"Marara","Severo",2018,-0.35,0.13,0,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",9,"Marara","Severo",2019,0.69,0.12,0,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,0,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",9,"Marara","Severo",2020,-0.35,0.21,0,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",9,"Marara","Severo",2021,0.71,0.21,0,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",1994,-1.71,0.2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",1995,-0.65,0.28,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",1996,0.88,0.12,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",1997,2.15,0.23,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",1998,0.15,0.24,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",1999,1.75,0.06,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2000,0.26,0.09,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2001,0.95,0.24,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2002,-0.53,0.33,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2003,-0.44,0.47,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2004,-0.17,0.28,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2005,-0.16,0.16,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2006,0.35,0.11,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,0,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2007,0.44,0.3,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2008,0.34,0.16,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2009,-0.26,0.12,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2010,0.67,0.46,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2011,-0.02,0.2,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2012,-0.16,0.24,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2013,-0.09,0.32,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,NA,1,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2014,0.36,0.14,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2015,0.77,0.33,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2016,-1.85,0.39,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2017,1.14,0.21,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2018,0.01,0.24,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2019,0.53,0.27,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2020,-0.3,0.22,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Leve",2021,0.63,0.21,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",1994,-1.71,0.2,1,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",1995,-0.65,0.26,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,1,1,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",1996,0.88,0.08,0,NA,NA,1,NA,NA,NA,1,1,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",1997,2.15,0.21,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",1998,0.15,0.16,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",1999,1.75,0.02,0,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2000,0.26,0.07,0,NA,NA,1,NA,NA,NA,1,0,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2001,0.95,0.15,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2002,-0.53,0.26,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,1,1,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2003,-0.44,0.45,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2004,-0.17,0.2,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2005,-0.16,0.11,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2006,0.35,0.09,0,NA,NA,1,NA,NA,NA,1,1,1,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2007,0.44,0.24,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,1,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2008,0.34,0.13,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2009,-0.26,0.06,0,NA,NA,1,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2010,0.67,0.38,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2011,-0.02,0.13,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2012,-0.16,0.2,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2013,-0.09,0.24,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,1,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2014,0.36,0.08,0,NA,NA,1,NA,NA,NA,1,1,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI DJF",10,"Changara","Moderado",2015,0.77,0.27,0,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,1,1,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
